INSTNM,CITY,STATE,LAT,LON,X,Y
Pontifical John Paul II Institute for Studies on Marriage and Family,Washington,DC,38.932716,-76.997896,-76.99789828,38.93272379
Medical Institute of Palm Beach,Greenacres,FL,26.620478,-80.134959,-80.13496169,26.6204829
National Career College,Panorama City,CA,34.22245,-118.446211,-118.4462232,34.22245486
Aveda Institute-Chicago,Chicago,IL,41.933493,-87.645838,-87.64584376,41.93350086
The Temple-A Paul Mitchell Partner School,Frederick,MD,39.415152,-77.411591,-77.41159344,39.41515987
Education and Technology Institute,Greensburg,PA,40.310893,-79.501924,-79.50192715,40.31090097
Liberty Technical College,Cayey,PR,18.134531,-66.129813,-66.12981128,18.13453382
South Texas Training Center,San Benito,TX,26.156604,-97.652989,-97.65299645,26.15660838
Columbia College,Fairfax,VA,38.878307,-77.231454,-77.23145635,38.87831477
Vermont College of Fine Arts,Montpelier,VT,44.25521,-72.567616,-72.56761721,44.25521897
The Art Institute of Washington-Dulles,Sterling,VA,39.035166,-77.430037,-77.43003943,39.0351738
Paul Mitchell the School-Memphis,Bartlett,TN,35.204071,-89.796783,-89.79678882,35.20407751
Pima Medical Institute-East Valley,Mesa,AZ,33.376805,-111.688571,-111.6885819,33.37681013
Virginia College-Charleston,North Charleston,SC,32.906099,-80.023116,-80.02311888,32.9061054
Paul Mitchell the School-Cleveland,Twinsburg,OH,41.331292,-81.46369,-81.46369384,41.33130007
Paul Mitchell the School-Columbus,Columbus,OH,40.059575,-82.938765,-82.93876919,40.05958277
MediaTech Institute-Austin,Austin,TX,30.21403,-97.769091,-97.76909863,30.2140352
MediaTech Institute-Houston,Houston,TX,29.724809,-95.568341,-95.56834805,29.72481418
Fortis College-Phoenix,Phoenix,AZ,33.454176,-112.042951,-112.042962,33.45418112
Miller-Motte College-Raleigh,Raleigh,NC,35.835536,-78.585643,-78.5856456,35.83554309
Lamson Institute,San Antonio,TX,29.481426,-98.607504,-98.6075118,29.48143103
Sanford-Brown College-Online,Tampa,FL,28.02103,-82.520771,-82.52077442,28.02103519
Heritage College-Wichita,Wichita,KS,37.643349,-97.243501,-97.243509,37.64335559
Heritage College-Little Rock,Little Rock,AR,34.7645,-92.38314,-92.3831465,34.76450631
Argosy University-Phoenix Online Division,Phoenix,AZ,33.566817,-112.107494,-112.107505,33.56682213
MedTech College-Greenwood Campus,Greenwood,IN,39.620244,-86.077364,-86.07736909,39.62025153
MedTech College-Ft Wayne Campus,Ft. Wayne,IN,41.044946,-85.237153,-85.23715796,41.04495383
MedTech College-Lexington Campus,Lexington,KY,38.097029,-84.490924,-84.4909285,38.09703632
ITT Technical Institute-Madison,Madison,MS,32.488133,-90.124798,-90.12480375,32.48813895
ITT Technical Institute-Springfield,Springfield,MO,37.154882,-93.275957,-93.27596391,37.15488871
ITT Technical Institute-Huntington,Huntington,WV,38.413651,-82.342759,-82.34276289,38.41365848
ITT Technical Institute-Concord,Concord,CA,37.975746,-122.054354,-122.0543672,37.97575099
ITT Technical Institute-Fort Myers,Fort Myers,FL,26.545586,-81.809846,-81.80984917,26.54559084
ITT Technical Institute-Charlotte North,Charlotte,NC,35.338374,-80.764873,-80.76487622,35.33838091
Fortis College-Salt Lake City,Salt Lake City,UT,40.685819,-111.870502,-111.8705137,40.68582503
Polytechnic University of Puerto Rico-Miami,Miami,FL,25.809154,-80.328852,-80.32885472,25.80915869
Polytechnic University of Puerto Rico-Orlando,Orlando,FL,28.55158,-81.253943,-81.25394607,28.55158535
Ross Medical Education Center-Fort Wayne,Fort Wayne,IN,41.114759,-85.145448,-85.14545294,41.11476685
Ross Medical Education Center-Portage,Portage,MI,42.226492,-85.588652,-85.58865718,42.22650002
The Commonwealth Medical College,Scranton,PA,41.413415,-75.655478,-75.65548002,41.41342333
Josef's West Academy,Fargo,ND,46.858929,-96.864136,-96.86414505,46.85893698
Northeast Technology Center-Claremore,Claremore,OK,36.327191,-95.634154,-95.63416147,36.32719744
McCann School of Business & Technology,Allentown,PA,40.64006,-75.448981,-75.4489829,40.64006819
Brown Mackie College-Phoenix,Phoenix,AZ,33.6054,-112.118464,-112.118475,33.60540514
Strayer University-West Virginia,Scott Depot,WV,38.454703,-81.928375,-81.92837876,38.4547105
Minnesota School of Business-Elk River,Elk River,MN,45.320025,-93.560521,-93.56052888,45.32003302
Brown Mackie College-Greenville,Greenville,SC,34.853042,-82.394503,-82.39450668,34.85304874
Globe University-Sioux Falls,Sioux Falls,SD,43.498932,-96.786599,-96.78660753,43.49893953
Globe University-Eau Claire,Eau Claire,WI,44.768275,-91.42789,-91.42789719,44.76828309
Globe University-Minneapolis,Minneapolis,MN,44.975817,-93.272232,-93.27223975,44.97582499
South Texas Vocational Technical Institute-Brownsville,Brownsville,TX,25.93711,-97.508351,-97.5083584,25.93711434
South Texas Vocational Technical Institute-Corpus Christi,Corpus Christi,TX,27.739649,-97.433269,-97.43327644,27.73965372
L'Ecole Culinaire-Memphis,Cordova,TN,35.159194,-89.797449,-89.79745482,35.15920051
University of Minnesota-Rochester,Rochester,MN,44.022339,-92.463471,-92.4634784,44.02234691
Health And Style Institute,High Point,NC,35.990965,-79.997544,-79.99754703,35.99097207
College of Business and Technology-Cutler Bay,Cutler Bay,FL,25.589553,-80.357477,-80.35747972,25.58955764
American National University-Columbus,Columbus,OH,40.084811,-82.945951,-82.94595519,40.08481877
Herzing University-Toledo,Toledo,OH,41.639266,-83.665453,-83.66545754,41.63927402
Milan Institute-Bakersfield,Bakersfield,CA,35.385513,-119.023088,-119.0231004,35.38551795
Homestead Schools,Torrance,CA,33.808573,-118.350152,-118.3501642,33.80857782
Carrington College-Las Vegas,Las Vegas,NV,36.08486,-115.118231,-115.1182428,36.08486527
Carrington College-Reno,Reno,NV,39.463165,-119.786947,-119.78696,39.46317029
Chamberlain College of Nursing-Florida,Jacksonville,FL,30.243517,-81.586421,-81.58642423,30.24352274
Remington College-Columbia Campus,Columbia,SC,34.031103,-81.098907,-81.09891025,34.03110961
Remington College of Nursing Orlando,Lake Mary,FL,28.776956,-81.353706,-81.35370911,28.7769614
InterCoast Colleges-Rancho Cordova,Rancho Cordova,CA,38.561309,-121.334243,-121.3342561,38.56131409
Horizon University,San Diego,CA,32.81583,-117.181294,-117.1813059,32.81583477
Academy for Jewish Religion-California,Los Angeles,CA,34.06089,-118.293261,-118.2932732,34.06089485
Angeles College,Los Angeles,CA,34.061223,-118.29903,-118.2990422,34.06122785
Angeles Institute,ARTESIA,CA,33.875772,-118.080741,-118.0807531,33.87577685
Paul Mitchell the School-Temecula,Temecula,CA,33.507316,-117.146674,-117.146686,33.50732085
Florida School of Traditional Midwifery,Gainesville,FL,29.652269,-82.31585,-82.31585342,29.65227458
Emerald Coast Technical College,DeFuniak Springs,FL,30.73209,-86.128061,-86.12806555,30.73209571
Immokalee Technical College,Immokalee,FL,26.42696,-81.424941,-81.42494406,26.42696482
University of Fort Lauderdale,Lauderhill,FL,26.147098,-80.204938,-80.20494069,26.14710278
Aviation Institute of Maintenance-Orlando,Casselberry,FL,28.680653,-81.334196,-81.3341991,28.68065838
Keune Academy by 124,Lawrenceville,GA,33.96488,-84.02253,-84.02253411,33.96488649
Pacific Rim Christian University,Honolulu,HI,21.328198,-157.888379,-157.8883934,21.32820142
Ambria College of Nursing,Hoffman Estates,IL,42.075628,-88.2109,-88.21090594,42.07563585
Midwestern Career College,Chicago,IL,41.88253,-87.637511,-87.63751675,41.88253785
Paul Mitchell the School-Normal,Normal,IL,40.50942,-88.958751,-88.958757,40.50942754
Innovations Design Academy,Canton,IL,40.558545,-90.033,-90.03300632,40.55855249
Aveda Fredric's Institute-Indianapolis,Indianapolis,IN,39.90573,-86.064101,-86.06410611,39.90573759
Eric Fisher Academy,Wichita,KS,37.693713,-97.422011,-97.42201905,37.69371958
A & W Healthcare Educators,New Orleans,LA,30.0275,-90.011931,-90.0119366,30.02750543
Blackstone Valley Vocational Regional School District,Upton,MA,42.16283,-71.617021,-71.61702176,42.16283862
Southern Worcester County Regional Voc School District,Charlton,MA,42.13465,-71.957071,-71.95707187,42.1346586
L'esprit Academy,Livonia,MI,42.38204,-83.354741,-83.35474551,42.38204817
American Business and Technology University,St Joseph,MO,39.77909,-94.819981,-94.81998857,39.77909708
City Vision University,Kansas City,MO,39.07043,-94.571091,-94.57109843,39.07043698
National Career Institute,East Orange,NJ,40.76137,-74.222091,-74.22209252,40.76137826
International Academy of Style,Reno,NV,39.516281,-119.783208,-119.783221,39.51628629
EDP School of Computer Programming,Brooklyn,NY,40.58605,-73.952901,-73.95290242,40.58605823
New York Medical Career Training Center,Flushing,NY,40.76271,-73.83133,-73.8313314,40.76271827
New Life Business Institute,Jamaica,NY,40.70346,-73.79816,-73.79816138,40.70346826
Four County Career Center,Archbold,OH,41.4528,-84.30307,-84.30307472,41.45280795
Portland Actors Conservatory,Portland,OR,45.51379,-122.691101,-122.6911155,45.51379546
Somerset County Technology Center,Somerset,PA,40.00475,-79.029641,-79.02964399,40.00475793
Academy for Careers and Technology,Mullins,SC,34.186433,-79.340157,-79.34015974,34.18643971
Professional Career Training Institute,Houston,TX,29.981419,-95.427231,-95.42723803,29.98142424
Cannon Institute of Higher Learning,Dallas,TX,32.82899,-96.872781,-96.87278855,32.82899574
Houston International College Cardiotech Ultrasound School,Houston,TX,29.675203,-95.592909,-95.59291606,29.67520817
Avenue Five Institute,Austin,TX,30.36865,-97.727941,-97.72794863,30.36865524
Renaissance Academie,Provo,UT,40.25395,-111.665961,-111.6659726,40.253956
Bethel College,Hampton,VA,37.04095,-76.409141,-76.40914299,37.04095742
Institute of Advanced Medical Esthetics,Richmond,VA,37.630115,-77.54084,-77.54084238,37.63012251
Gary Manuel Aveda Institute,Seattle,WA,47.61434,-122.319201,-122.3192159,47.61434562
Northwest School of Wooden Boat Building,Port Hadlock,WA,48.03413,-122.752588,-122.7526031,48.03413559
Pinchot University,Seattle,WA,47.600511,-122.331256,-122.3312709,47.60051662
Brightwood College-Chula Vista,Chula Vista,CA,32.629556,-117.087096,-117.0871079,32.62956075
InterCoast Colleges-Roseville,Roseville,CA,38.723828,-121.292559,-121.2925722,38.72383311
West Coast University-Orange County,Anaheim,CA,33.81104,-117.911811,-117.9118231,33.81104485
West Coast University-Ontario,Ontario,CA,34.066591,-117.590035,-117.5900471,34.06659589
Virginia College-Augusta,Augusta,GA,33.458125,-82.076244,-82.07624752,33.45813145
Midwest Technical Institute-East Peoria,East Peoria,IL,40.64204,-89.543521,-89.54352718,40.64204753
Paul Mitchell the School-Chicago,Chicago,IL,41.86647,-87.646601,-87.64660675,41.86647785
Brightwood College-Indianapolis,Indianapolis,IN,39.70368,-86.151811,-86.15181612,39.70368754
Dorsey Business Schools-Waterford Pontiac,Pontiac,MI,42.643595,-83.324631,-83.32463553,42.64360322
Miller-Motte College-Fayetteville,Fayetteville,NC,35.11096,-78.88167,-78.88167265,35.11096693
Harrison College-Grove City,Grove City,OH,39.88221,-83.04592,-83.04592421,39.88221773
Miller-Motte Technical College-Columbus,Columbus,GA,32.48008,-84.936311,-84.9363153,32.48008614
McCann School of Business & Technology,Carlisle,PA,40.18924,-77.158581,-77.15858342,40.18924804
National University College-Ponce,Ponce,PR,18.039608,-66.548401,-66.54839941,18.03961078
Fortis College-Grand Prairie,Grand Prairie,TX,32.76094,-97.005121,-97.00512858,32.76094572
The Art Institute of Virginia Beach,Virginia Beach,VA,36.842383,-76.131737,-76.1317389,36.84239039
Bryant & Stratton College-Bayshore,Glendale,WI,43.118941,-87.9154,-87.91540596,43.11894905
Daymar College-Online,Louisville,KY,38.156239,-85.684344,-85.68434886,38.15624628
Zaytuna College,Berkeley,CA,37.876832,-122.262335,-122.2623482,37.87683696
Virginia College-Columbia,Columbia,SC,34.06603,-80.961571,-80.96157422,34.06603663
Fortis College-Indianapolis,Indianapolis,IN,39.9184,-86.223181,-86.22318616,39.91840758
Brightwood College-Arlington,Arlington,TX,32.70881,-97.060591,-97.06059859,32.70881571
Brightwood College-Charlotte,Charlotte,NC,35.17702,-80.752731,-80.75273421,35.17702687
Globe University-Madison East,Madison,WI,43.14519,-89.298391,-89.29839737,43.14519797
Minnesota School of Business-Lakeville,Lakeville,MN,44.69162,-93.287461,-93.28746872,44.69162795
Globe UniversityPGreen Bay,Green Bay,WI,44.455366,-87.997946,-87.99795214,44.45537426
Globe UniversityoMadison West,Middleton,WI,43.087694,-89.527203,-89.52720943,43.08770195
Globe UniversitylWausau,Rothschild,WI,44.864723,-89.63669,-89.63669668,44.86473122
Strayer University-Arkansas,Little Rock,AR,34.74735,-92.396031,-92.3960375,34.74735631
Strayer University-Georgia,Atlanta,GA,33.874236,-84.275624,-84.27562818,33.87424246
Strayer University-Mississippi,Jackson,MS,32.38098,-90.149441,-90.14944675,32.38098593
Strayer University-South Carolina,Greenville,SC,34.85654,-82.357811,-82.35781467,34.85654675
Strayer University-Texas,Austin,TX,30.37211,-97.740231,-97.74023863,30.37211524
The Art Institute of San Antonio,San Antonio,TX,29.532925,-98.56556,-98.5655678,29.53293004
Globe University-La Crosse,Onalaska,WI,43.87803,-91.19182,-91.19182701,43.87803797
Virginia Tech Carilion School of Medicine,Roanoke,VA,37.257489,-79.942599,-79.94260209,37.25749634
Broadview Entertainment Arts University,Salt Lake City,UT,40.717369,-111.884491,-111.8845027,40.71737503
Bryant & Stratton College-Hampton,Hampton,VA,37.04386,-76.39268,-76.39268199,37.04386743
Paul Mitchell the School-Phoenix,Phoenix,AZ,33.52338,-112.132901,-112.132912,33.52338512
Golden State College of Court Reporting,Pleasanton,CA,37.689998,-121.930179,-121.9301921,37.69000297
Trinity School of Health and Allied Sciences,Torrance,CA,33.858764,-118.296542,-118.2965542,33.85876883
Paul Mitchell the School-Modesto,Modesto,CA,37.68296,-120.993361,-120.993374,37.68296504
Paul Mitchell the School-Fresno,Fresno,CA,36.809778,-119.782437,-119.7824497,36.80978304
Unitek College,Fremont,CA,37.50904,-121.961761,-121.9617741,37.50904496
Gurnick Academy of Medical Arts,San Mateo,CA,37.547377,-122.307618,-122.3076312,37.54738193
Southern California University SOMA,Los Angeles,CA,34.06125,-118.300056,-118.3000682,34.06125485
Paul Mitchell the School-East Bay,Pleasant Hill,CA,37.94492,-122.061226,-122.0612392,37.94492498
South UniversitynRichmond,Glen Allen,VA,37.64676,-77.59915,-77.59915239,37.64676751
South UniversitydVirginia Beach,Virginia Beach,VA,36.8336,-76.124288,-76.1242899,36.83360739
Aveda Institute-Denver,Denver,CO,39.74516,-104.992451,-104.9924611,39.74516642
Paul Mitchell the School-Colorado Springs,Colorado Springs,CO,38.83288,-104.827911,-104.827921,38.8328863
Paul Mitchell the School-Delaware,Newark,DE,39.62274,-75.680231,-75.68023291,39.62274798
Future-Tech Institute,Miami,FL,25.7646,-80.251401,-80.2514037,25.76460468
Marchman Technical Education Center,New Port Richey,FL,28.2692,-82.688781,-82.68878448,28.26920524
SOLEX College,Wheeling,IL,42.14071,-87.906631,-87.90663686,42.14071788
Compass College of Cinematic Arts,Grand Rapids,MI,42.96206,-85.666861,-85.66686627,42.96206815
Victory Trade School,Springfield,MO,37.22925,-93.292261,-93.29226792,37.22925673
Starting Points Inc,Jersey City,NJ,40.729634,-74.069533,-74.06953447,40.72964226
SAE Institute of Technology-New York,New York,NY,40.741353,-73.999073,-73.99907445,40.74136126
Peloton College,Dallas,TX,32.8618,-96.769051,-96.76905852,32.86180575
Paul Mitchell the School-Milwaukee,Waukesha,WI,43.04413,-88.258351,-88.25835706,43.04413801
ITT Technical Institute-Merrillville,Merrillville,IN,41.46431,-87.326931,-87.32693662,41.4643178
ITT Technical Institute-Tallahassee,Tallahassee,FL,30.477577,-84.295774,-84.29577802,30.47758271
ITT Technical Institute-Salem,Salem,VA,37.266333,-80.019717,-80.01972011,37.26634034
ITT Technical Institute-Akron,Akron,OH,41.134259,-81.624265,-81.62426887,41.13426703
ITT Technical Institute-Corona,Corona,CA,33.819,-117.50849,-117.508502,33.81900487
ITT Technical Institute-Johnson City,Johnson City,TN,36.38137,-82.430081,-82.43008478,36.38137706
ITT Technical Institute-DeSoto,DeSoto,TX,32.59176,-96.878011,-96.87801853,32.5917657
ITT Technical Institute-North Charleston,North Charleston,SC,32.90049,-80.027451,-80.02745388,32.9004964
ITT Technical Institute-Aurora,Aurora,CO,39.67624,-104.826191,-104.8262011,39.67624642
ITT Technical Institute-Dearborn,Dearborn,MI,42.303497,-83.262764,-83.26276848,42.30350516
ITT Technical Institute-Las Vegas,North Las Vegas,NV,36.216903,-115.190116,-115.1901278,36.21690829
Touro University Worldwide,Los Alamitos,CA,33.808683,-118.057754,-118.0577661,33.80868784
Touro University California,Vallejo,CA,38.085479,-122.263949,-122.2639622,38.08548398
The Chicago School of Professional Psychology at Washington DC,Washington,DC,38.90163,-77.033071,-77.03307329,38.90163779
Touro University Nevada,Henderson,NV,36.043189,-115.024012,-115.0240238,36.04319428
Herzing University-Kenosha,Kenosha,WI,42.60328,-87.857441,-87.85744689,42.60328796
Herzing University-Brookfield,Brookfield,WI,43.027347,-88.115656,-88.11566201,43.02735502
Texas A&M University-San Antonio,San Antonio,TX,29.304762,-98.52417,-98.52417778,29.304767
Fortis Institute-Houston,Houston,TX,29.93744,-95.395051,-95.39505802,29.93744523
Southern Careers Institute-Brownsville,Brownsville,TX,25.93628,-97.500281,-97.5002884,25.93628434
Southern Careers Institute-Harlingen,Harlingen,TX,26.20385,-97.675281,-97.67528845,26.20385439
Strayer University-Global Region,Washington,DC,38.90485,-77.034001,-77.03400329,38.90485779
Fortis College-Columbia,Columbia,SC,34.01529,-81.082001,-81.08200425,34.01529661
Brown Mackie College-Albuquerque,Albuquerque,NM,35.07932,-106.52703,-106.52704,35.07932565
Brown Mackie College-St Louis,Fenton,MO,38.54435,-90.43652,-90.43652625,38.54435711
Avant Gard The School,Avon,IN,39.75967,-86.378261,-86.37826619,39.75967754
California University of Management and Sciences,Anaheim,CA,33.842052,-117.941996,-117.9420081,33.84205685
Ross Medical Education Center-Davison,Davison,MI,43.021829,-83.516551,-83.51655562,43.02183727
Ross Medical Education Center-Granger,Granger,IN,41.717835,-86.174277,-86.1742823,41.71784291
Ross Medical Education Center-Niles,Niles,OH,41.212037,-80.746465,-80.74646861,41.21204508
Ross Medical Education Center-Canton,Canton,MI,42.324442,-83.482675,-83.48267955,42.32445015
Pima Medical Institute-Houston,Houston,TX,29.78295,-95.548461,-95.54846805,29.7829552
Illinois Media School-Chicago Campus,Chicago,IL,41.87496,-87.627971,-87.62797675,41.87496785
South Texas Vocational Technical Institute-San Antonio,San Antonio,TX,29.35599,-98.4891,-98.48910777,29.35599501
Concorde Career College-Dallas,Dallas,TX,32.91856,-96.741711,-96.74171852,32.91856577
Concorde Career Institute-Orlando,Orlando,FL,28.55984,-81.340421,-81.3404241,28.55984535
Concorde Career College-San Antonio,San Antonio,TX,29.49003,-98.582351,-98.5823588,29.49003503
Ecotech Institute,Aurora,CO,39.69124,-104.827071,-104.8270811,39.69124642
Johnson & Wales University-Online,Providence,RI,41.819956,-71.41277,-71.41277068,41.81996456
Everest College-Fort Worth South,Ft Worth,TX,32.68499,-97.322091,-97.32209865,32.6849957
Virginia International University,Fairfax,VA,38.84905,-77.347751,-77.34775339,38.84905776
Geisinger-Lewistown Hospital School of Nursing,Lewistown,PA,40.619424,-77.567654,-77.56765657,40.6194321
Moreno Valley College,Moreno Valley,CA,33.88744,-117.20271,-117.202722,33.8874449
Norco College,Norco,CA,33.91675,-117.568201,-117.5682131,33.91675488
Daymar College-Louisville,Louisville,KY,38.291326,-85.516002,-85.51600682,38.29133331
Dorsey Business Schools-Saginaw,Saginaw,MI,43.47055,-83.973056,-83.97306081,43.47055833
Milan Institute-Nampa,Nampa,ID,43.600244,-116.594362,-116.5943751,43.60024992
Universal Technical Institute - Dallas Fort Worth,Irving,TX,32.93806,-97.012741,-97.01274859,32.93806576
Salter School of Nursing and Allied Health,Manchester,NH,42.997765,-71.468655,-71.46865576,42.99777378
Salter School-New Bedford,New Bedford,MA,41.67521,-70.941511,-70.94151151,41.67521855
Harris School of Business-Upper Darby Campus,Upper Darby,PA,39.960924,-75.259226,-75.2592278,39.96093206
Stratford School of Aviation Maintenance Technicians,Stratford,CT,41.16124,-73.13076,-73.13076119,41.16124837
Brown Mackie College-San Antonio,San Antonio,TX,29.49426,-98.555881,-98.55588879,29.49426504
Cortiva Institute-New Jersey,Wall,NJ,40.15056,-74.09713,-74.09713144,40.15056814
Cambridge Junior College-Woodland,Woodland,CA,38.677678,-121.77436,-121.7743732,38.67768307
ICPR Junior College-Manati,Manatt,PR,18.429025,-66.493841,-66.4938394,18.4290279
Ridley-Lowell Business & Technical Institute-Danbury,Danbury,CT,41.388771,-73.428934,-73.4289353,41.38877941
Paul Mitchell the School-Murfreesboro,Murfreesboro,TN,35.84702,-86.416831,-86.41683591,35.84702679
Allied American University,Laguna Hills,CA,33.623072,-117.729569,-117.7295811,33.62307684
American Sentinel University,Aurora,CO,39.67661,-104.831161,-104.8311711,39.67661642
Tribeca Flashpoint College,Chicago,IL,41.88277,-87.631321,-87.63132675,41.88277785
Hawaii Medical College,Honolulu,HI,21.295112,-157.847678,-157.8476924,21.29511542
Virginia College-Baton Rouge,Baton Rouge,LA,30.45903,-91.095011,-91.09501691,30.45903549
Remington College-Heathrow Campus,Lake Mary,FL,28.78484,-81.360111,-81.36011411,28.7848454
Miller-Motte College-Jacksonville,Jacksonville,NC,34.753428,-77.41384,-77.41384218,34.7534349
Miller-Motte Technical College-Augusta,Augusta,GA,33.49521,-82.086981,-82.08698452,33.49521646
Miller-Motte Technical College-Conway,Conway,SC,33.788822,-78.993461,-78.99346362,33.78882863
Virginia College-Macon,Macon,GA,32.81431,-83.680211,-83.68021495,32.81431626
Virginia College-Spartanburg,Spartanburg,SC,34.93636,-82.006061,-82.00606457,34.93636678
Aveda Institute-Portland,Portland,OR,45.525507,-122.68474,-122.6847545,45.52551246
Chamberlain College of Nursing-Virginia,Arlington,VA,38.852326,-77.050273,-77.0502753,38.85233378
Stevens-Henager College,Boise,ID,43.591087,-116.27829,-116.278303,43.59109295
Penrose Academy,Scottsdale,AZ,33.60796,-111.926421,-111.926432,33.60796515
Virginia College-Richmond,Richmond,VA,37.503085,-77.529026,-77.52902836,37.50309248
Skin Institute,Saint Louis,MO,38.527717,-90.364232,-90.36423823,38.52772411
Northwest Institute of Literary Arts,Langley,WA,48.007412,-122.460436,-122.460451,48.00741762
Body Therapy Institute,Siler City,NC,35.780101,-79.336896,-79.33689882,35.78010805
American College for Medical Careers,Orlando,FL,28.470997,-81.402271,-81.40227411,28.47100233
Mildred Elley-New York Campus,New York,NY,40.70545,-74.013811,-74.01381245,40.70545825
National Paralegal College,Phoenix,AZ,33.53065,-112.064141,-112.064152,33.53065513
Carolina College of Biblical Studies,Fayetteville,NC,35.05141,-78.939514,-78.93951666,35.05141691
Star Career Academy-Audubon,Audubon,PA,40.117878,-75.415788,-75.41578986,40.11788609
Northeast Technology Center-System Office,Pryor,OK,36.232115,-95.332544,-95.33255139,36.23212144
Oxford Graduate School,Dayton,TN,35.46908,-85.054581,-85.05458549,35.46908677
Jung Tao School of Classical Chinese Medicine,Sugar Grove,NC,36.26276,-81.784711,-81.78471458,36.26276706
New York Film Academy,Burbank,CA,34.152076,-118.335567,-118.3355792,34.15208086
The Collective School Of Music,New York,NY,40.7379,-73.996851,-73.99685245,40.73790826
Bella Capelli Academy,Monroeville,PA,40.432494,-79.781672,-79.78167525,40.43250198
Institute of Medical Careers,Pittsburgh,PA,40.465286,-79.823825,-79.82382827,40.46529398
Georgia Christian University,Atlanta,GA,33.9284,-84.268101,-84.26810518,33.92840648
Flagler Technical Institute,Palm Coast,FL,29.47629,-81.211337,-81.21134009,29.47629557
Galaxy Medical College,North Hollywood,CA,34.186976,-118.396209,-118.3962212,34.18698086
American Medical Sciences Center,Glendale,CA,34.147117,-118.256991,-118.2570032,34.14712187
Mandalyn Academy,American Fork,UT,40.371763,-111.78129,-111.7813017,40.371769
Jose Maria Vargas University,Pembroke Pines,FL,26.009656,-80.281548,-80.28155071,26.00966074
D A Dorsey Technical College,Miami,FL,25.839575,-80.225732,-80.22573469,25.8395797
Meridian Institute of Surgical Assisting,Nashville,TN,36.18843,-86.844001,-86.84400605,36.18843684
Mauna Loa Helicopters,Kailua Kona,HI,19.729107,-156.041847,-156.0418615,19.72911048
Acaydia School of Aesthetics,Provo,UT,40.234627,-111.65823,-111.6582416,40.234633
Manhattan Institute,New York,NY,40.749711,-73.986929,-73.98693044,40.74971926
Paul Mitchell the School-St Louis,St. Louis,MO,38.64474,-90.262731,-90.26273721,38.64474714
Advanced Training Institute,Las Vegas,NV,36.09589,-115.206821,-115.2068328,36.09589527
Shepherds Theological Seminary,Cary,NC,35.744334,-78.742623,-78.74262564,35.74434107
Grace College of Divinity,Fayetteville,NC,35.058616,-78.961305,-78.96130767,35.05862291
Aveda Institute-New Mexico,Albuquerque,NM,35.09184,-106.667701,-106.667711,35.09184564
American Trade School,Saint Ann,MO,38.72876,-90.380141,-90.38014725,38.72876715
Paul Mitchell the School-Honolulu,Honolulu,HI,21.28206,-157.800461,-157.8004754,21.28206342
American Technical Institute,Bayamon,PR,18.37607,-66.177409,-66.1774073,18.37607289
Bergin University of Canine Studies,Rohnert Park,CA,38.353867,-122.721175,-122.7211883,38.35387197
Aveda Institute-Boise,Boise,ID,43.620545,-116.309994,-116.310007,43.62055095
American Health Institute,Port Richey,FL,28.304692,-82.70099,-82.70099348,28.30469725
Pima Medical Institute-Aurora,Aurora,CO,39.6956,-104.831481,-104.8314911,39.69560642
Pure Aesthetics,Tucson,AZ,32.23572,-110.929841,-110.9298517,32.235725
Simmons College of Kentucky,Louisville,KY,38.239519,-85.764811,-85.76481589,38.23952629
Atelier Esthetique Institute of Esthetics,New York,NY,40.73814,-73.999581,-73.99958245,40.73814826
North American University,Stafford,TX,29.646303,-95.588338,-95.58834505,29.64630817
Cinta Aveda Institute,San Francisco,CA,37.790935,-122.404307,-122.4043202,37.79093995
Mesivta Keser Torah,Lakewood,NJ,40.096434,-74.217065,-74.21706648,40.09644213
Southern California Health Institute,Reseda,CA,34.200827,-118.526822,-118.5268342,34.20083186
Best Care College,East Orange,NJ,40.765332,-74.221116,-74.22111752,40.76534026
Millennia Atlantic University,Doral,FL,25.8082,-80.352671,-80.35267373,25.80820469
Abcott Institute,Southfield,MI,42.446331,-83.210617,-83.21062147,42.44633919
Paul Mitchell the School-Indianapolis,Indianapolis,IN,39.640007,-86.127361,-86.1273661,39.64001453
Taylor Andrews Academy-St George,St. George,UT,37.107627,-113.557315,-113.5573266,37.1076325
Protege Academy,East Lansing,MI,42.772212,-84.485246,-84.48525089,42.77222018
Colorado Academy of Veterinary Technology,Colorado Springs,CO,38.794277,-104.790429,-104.790439,38.7942833
Northeast Technical Institute,Scarborough,ME,43.608171,-70.314892,-70.31489242,43.60817993
Paul Mitchell the School-Las Vegas,Las Vegas,NV,36.016734,-115.117034,-115.1170458,36.01673927
Florida Academy,Fort Myers,FL,26.608637,-81.824273,-81.82427618,26.60864186
Institute for Doctoral Studies in the Visual Arts,Portland,ME,43.65405,-70.272161,-70.27216141,43.65405894
State Career College,Waukegan,IL,42.370787,-87.870502,-87.87050787,42.37079492
Paul Mitchell the School-Spokane,Spokane Valley,WA,47.658368,-117.19893,-117.198944,47.65837417
J Renee College,Elgin,IL,42.07005,-88.289261,-88.28926696,42.07005785
National Personal Training Institute of Colorado,Lakewood,CO,39.74087,-105.154321,-105.1543311,39.74087641
National Personal Training Institute of Colorado,Colorado Springs,CO,38.89407,-104.754531,-104.754541,38.89407632
John Paul the Great Catholic University,Escondido,CA,33.12085,-117.082401,-117.0824129,33.12085481
