INSTNM,X,Y,CITY,STATE,INSTNM-2,Degree,Rank,LON,LAT
Eastern Florida State College,-80.75813292,28.38479632,Cocoa,FL,NULL,NULL,NULL,-80.75813292,28.38479632
The University of Tennessee-Health Science Center,-90.03044088,35.14064049,Memphis,TN,NULL,NULL,NULL,-90.03044088,35.14064049
Ohio State University-Lima Campus,-84.02619957,40.73783584,Lima,OH,NULL,NULL,NULL,-84.02619957,40.73783584
Carrington College-Spokane,-117.26814,47.67592417,Spokane,WA,NULL,NULL,NULL,-117.26814,47.67592417
Virginia College-Lubbock,-101.9191638,33.54787164,Lubbock,TX,NULL,NULL,NULL,-101.9191638,33.54787164
Northwest Technical College,-94.85399358,47.45266022,Bemidji,MN,NULL,NULL,NULL,-94.85399358,47.45266022
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,-118.2599422,34.04421385,Los Angeles,CA,NULL,NULL,NULL,-118.2599422,34.04421385
Cabell County Career Technology Center,-82.3724219,38.40325147,Huntington,WV,NULL,NULL,NULL,-82.3724219,38.40325147
Quest College,-98.56302179,29.50746304,San Antonio,TX,NULL,NULL,NULL,-98.56302179,29.50746304
DeVry University-Tennessee,-86.694516,36.08537682,Nashville,TN,NULL,NULL,NULL,-86.694516,36.08537682
Everest University-North Orlando,-81.38744111,28.61088936,Orlando,FL,NULL,NULL,NULL,-81.38744111,28.61088936
Clarkson University,-74.99936105,44.66272495,Potsdam,NY,NULL,NULL,NULL,-74.99936105,44.66272495
National American University-Denver,-104.9416591,39.69195942,Denver,CO,NULL,NULL,NULL,-104.9416591,39.69195942
ITT Technical Institute-Tucson,-110.9975117,32.29726601,Tucson,AZ,NULL,NULL,NULL,-110.9975117,32.29726601
Virginia Baptist College,-77.53133341,38.29058764,Fredericksburg,VA,NULL,NULL,NULL,-77.53133341,38.29058764
Paul Mitchell the School-North Haven,-72.85745112,41.39450343,North Haven,CT,NULL,NULL,NULL,-72.85745112,41.39450343
The Art Institute of Michigan,-83.44258055,42.49865118,Novi,MI,NULL,NULL,NULL,-83.44258055,42.49865118
Escuela de Artes Plasticas y Diseno de Puerto Rico,-66.12134628,18.46778291,San Juan,PR,NULL,NULL,NULL,-66.12134628,18.46778291
Immokalee Technical College,-81.42494406,26.42696482,Immokalee,FL,NULL,NULL,NULL,-81.42494406,26.42696482
Northeast Technology Center-Pryor,-95.42506342,36.30912245,Pryor,OK,NULL,NULL,NULL,-95.42506342,36.30912245
Ohio Institute of Allied Health,-84.14076453,39.84549767,Huber Heights,OH,NULL,NULL,NULL,-84.14076453,39.84549767
New York Theological Seminary,-73.96379444,40.81087728,New York,NY,NULL,NULL,NULL,-73.96379444,40.81087728
Dallas Theological Seminary,-96.77996452,32.79430574,Dallas,TX,NULL,NULL,NULL,-96.77996452,32.79430574
California State University-Northridge,-118.5268292,34.23671486,Northridge,CA,NULL,NULL,NULL,-118.5268292,34.23671486
Yeshiva Sholom Shachna,-73.97343243,40.62750824,Brooklym,NY,NULL,NULL,NULL,-73.97343243,40.62750824
Oberlin College,-82.22179007,41.29474803,Oberlin,OH,NULL,NULL,NULL,-82.22179007,41.29474803
Studio Jewelers,-73.98377544,40.74547226,New York,NY,NULL,NULL,NULL,-73.98377544,40.74547226
Relay Graduate School of Education - Delaware,-75.54883288,39.74574801,Wilmington,DE,NULL,NULL,NULL,-75.54883288,39.74574801
Walsh College of Accountancy and Business Administration,-83.14720147,42.57389621,Troy,MI,NULL,NULL,NULL,-83.14720147,42.57389621
Wright Career College,-94.66912844,38.93368695,Overland Park,KS,NULL,NULL,NULL,-94.66912844,38.93368695
Everest College-Newport News,-76.46524201,37.08434943,Newport News,VA,NULL,NULL,NULL,-76.46524201,37.08434943
Globe University-La Crosse,-91.19182701,43.87803797,Onalaska,WI,NULL,NULL,NULL,-91.19182701,43.87803797
Mueller College,-117.1642889,32.76534577,San Diego,CA,NULL,NULL,NULL,-117.1642889,32.76534577
Catholic Distance University,-77.86032358,39.28763783,Charles Town,WV,NULL,NULL,NULL,-77.86032358,39.28763783
Wolford College,-81.79196216,26.26825578,Naples,FL,NULL,NULL,NULL,-81.79196216,26.26825578
Marion Technical College,-82.14788035,29.17827647,Ocala,FL,NULL,NULL,NULL,-82.14788035,29.17827647
Marion Technical College,-83.09076728,40.57926386,Marion,OH,NULL,NULL,NULL,-83.09076728,40.57926386
Missouri State University-West Plains,-91.8578445,36.72958071,West Plains,MO,NULL,NULL,NULL,-91.8578445,36.72958071
New Professions Technical Institute,-80.2618757,25.77149268,Miami,FL,NULL,NULL,NULL,-80.2618757,25.77149268
Ogeechee Technical College,-81.81852039,32.39577323,Statesboro,GA,NULL,NULL,NULL,-81.81852039,32.39577323
Lincoln College of Technology-Grand Prairie,-97.05639859,32.70168971,Grand Prairie,TX,NULL,NULL,NULL,-97.05639859,32.70168971
Concorde Career Institute-Orlando,-81.3404241,28.55984535,Orlando,FL,NULL,NULL,NULL,-81.3404241,28.55984535
Columbia Basin College,-119.118623,46.25155288,Pasco,WA,NULL,NULL,NULL,-119.118623,46.25155288
High Point University,-79.99467803,35.97204207,High Point,NC,NULL,NULL,NULL,-79.99467803,35.97204207
Broadview University-Orem,-111.7232216,40.314209,Orem,UT,NULL,NULL,NULL,-111.7232216,40.314209
Lincoln Technical Institute-South Plainfield,-74.41992757,40.55207621,South Plainfield,NJ,NULL,NULL,NULL,-74.41992757,40.55207621
FINE Mortuary College,-71.19308062,42.18090463,Norwood,MA,NULL,NULL,NULL,-71.19308062,42.18090463
Eastern Kentucky University,-84.30136042,37.74040326,Richmond,KY,NULL,NULL,NULL,-84.30136042,37.74040326
Mount Angel Seminary,-122.7754194,45.05787643,Saint Benedict,OR,NULL,NULL,NULL,-122.7754194,45.05787643
Pacific Lutheran Theological Seminary,-122.2602142,37.89817697,Berkeley,CA,NULL,NULL,NULL,-122.2602142,37.89817697
Aviator College of Aeronautical Science and Technology,-80.36730578,27.48718511,Fort Pierce,FL,NULL,NULL,NULL,-80.36730578,27.48718511
Clemson University,-82.8351178,34.67938769,Clemson,SC,NULL,NULL,NULL,-82.8351178,34.67938769
University of Hawaii Maui College,-156.4798685,20.89056443,Kahului,HI,NULL,NULL,NULL,-156.4798685,20.89056443
Robert Morris University Illinois,-87.62707375,41.87628585,Chicago,IL,NULL,NULL,NULL,-87.62707375,41.87628585
Immaculata University,-75.5707129,40.02798907,Immaculata,PA,NULL,NULL,NULL,-75.5707129,40.02798907
Kentucky Mountain Bible College,-83.43876916,37.60345027,Jackson,KY,NULL,NULL,NULL,-83.43876916,37.60345027
Lakeview College of Nursing,-87.64445759,40.13718655,Danville,IL,NULL,NULL,NULL,-87.64445759,40.13718655
Dell'Arte International School of Physical Theatre,-123.9888219,40.88092905,Blue Lake,CA,NULL,NULL,NULL,-123.9888219,40.88092905
Branford Hall Career Institute-Parsippany,-74.38136858,40.86144127,Parsippany,NJ,NULL,NULL,NULL,-74.38136858,40.86144127
Arkansas Baptist College,-92.29056147,34.73475731,Little Rock,AR,NULL,NULL,NULL,-92.29056147,34.73475731
SUNY College of Environmental Science and Forestry,-76.13872629,43.03477362,Syracuse,NY,NULL,NULL,NULL,-76.13872629,43.03477362
Dakota College at Bottineau,-100.4411134,48.83251292,Bottineau,ND,NULL,NULL,NULL,-100.4411134,48.83251292
Carrington College-Mesa,-111.853229,33.39248512,Mesa,AZ,NULL,NULL,NULL,-111.853229,33.39248512
Medical Allied Career Center,-118.0624141,33.91871485,Santa Fe Springs,CA,NULL,NULL,NULL,-118.0624141,33.91871485
American InterContinental University-Online,-88.03290688,42.03340786,Schaumburg,IL,NULL,NULL,NULL,-88.03290688,42.03340786
Lester E Cox Medical Center-School of Medical Technology,-93.27985191,37.14550971,Springfield,MO,NULL,NULL,NULL,-93.27985191,37.14550971
Athens Technical College,-83.33960191,33.99018952,Athens,GA,NULL,NULL,NULL,-83.33960191,33.99018952
Roberto-Venn School of Luthiery,-112.086172,33.45489512,Phoenix,AZ,NULL,NULL,NULL,-112.086172,33.45489512
Dutchess BOCES-Practical Nursing Program,-73.86658747,41.74261746,Poughkeepsie,NY,NULL,NULL,NULL,-73.86658747,41.74261746
Covenant College,-85.37507056,34.96516765,Lookout Mountain,GA,NULL,NULL,NULL,-85.37507056,34.96516765
Pickaway Ross Joint Vocational School District,-83.00249515,39.36235763,Chillicothe,OH,NULL,NULL,NULL,-83.00249515,39.36235763
D'Youville College,-78.89087116,42.90264447,Buffalo,NY,NULL,NULL,NULL,-78.89087116,42.90264447
San Bernardino Valley College,-117.313826,34.08872191,San Bernardino,CA,NULL,NULL,NULL,-117.313826,34.08872191
Paul Mitchell the School-Portland,-122.6777555,45.52213546,Portland,OR,NULL,NULL,NULL,-122.6777555,45.52213546
Everglades University,-80.10833367,26.39122284,Boca Raton,FL,NULL,NULL,NULL,-80.10833367,26.39122284
Eureka College,-89.26895811,40.71304956,Eureka,IL,NULL,NULL,NULL,-89.26895811,40.71304956
Antioch University-System Administration,-83.90868846,39.80321767,Yellow Springs,OH,NULL,NULL,NULL,-83.90868846,39.80321767
Notre Dame College,-81.51621587,41.5069461,Cleveland,OH,NULL,NULL,NULL,-81.51621587,41.5069461
Erie 1 BOCES,-78.78642313,42.85157547,West Seneca,NY,NULL,NULL,NULL,-78.78642313,42.85157547
Marion S Whelan School of Nursing of Geneva General Hospital,-76.98801055,42.87703555,Geneva,NY,NULL,NULL,NULL,-76.98801055,42.87703555
Northwestern Technological Institute,-83.23836548,42.46927819,Southfield,MI,NULL,NULL,NULL,-83.23836548,42.46927819
Seattle Institute of Oriental Medicine,-122.3234589,47.67803462,Seattle,WA,NULL,NULL,NULL,-122.3234589,47.67803462
Putnam Westchester BOCES-Practical Nursing Program,-73.76553741,41.27818937,Yorktown Heights,NY,NULL,NULL,NULL,-73.76553741,41.27818937
Omnitech Institute,-84.44755521,33.6133164,Atlanta,GA,NULL,NULL,NULL,-84.44755521,33.6133164
Webb Institute,-73.64491034,40.8844523,Glen Cove,NY,NULL,NULL,NULL,-73.64491034,40.8844523
Prism Career Institute-Cherry Hill,-75.05113973,39.93130907,Cherry Hill,NJ,NULL,NULL,NULL,-75.05113973,39.93130907
Harris School of Business-Wilmington Campus,-75.52391888,39.80090002,Wilmington,DE,NULL,NULL,NULL,-75.52391888,39.80090002
Tribeca Flashpoint College,-87.63132675,41.88277785,Chicago,IL,NULL,NULL,NULL,-87.63132675,41.88277785
Pima Medical Institute-Chula Vista,-117.0930259,32.61915275,Chula Vista,CA,NULL,NULL,NULL,-117.0930259,32.61915275
New York School of Interior Design,-73.96240544,40.76862327,New York,NY,NULL,NULL,NULL,-73.96240544,40.76862327
American Educational College,-66.15098829,18.39793389,Bayamon,PR,NULL,NULL,NULL,-66.15098829,18.39793389
Rose-Hulman Institute of Technology,-87.32675444,39.48360945,Terre Haute,IN,NULL,NULL,NULL,-87.32675444,39.48360945
Chicago Theological Seminary,-87.59118373,41.78570884,Chicago,IL,NULL,NULL,NULL,-87.59118373,41.78570884
Rudy & Kelly Academy-A Paul Mitchell Partner School,-76.18938391,36.77938938,Virginia Beach,VA,NULL,NULL,NULL,-76.18938391,36.77938938
Oklahoma Christian University,-97.46831989,35.60904822,Edmond,OK,NULL,NULL,NULL,-97.46831989,35.60904822
Aveda Institute-Boise,-116.310007,43.62055095,Boise,ID,NULL,NULL,NULL,-116.310007,43.62055095
Professional Technical Institution Inc,-66.1747313,18.37767089,Bayamon,PR,NULL,NULL,NULL,-66.1747313,18.37767089
Clinton Technical School,-93.76870715,38.3637939,Clinton,MO,NULL,NULL,NULL,-93.76870715,38.3637939
Genesis Career College-Lebanon,-86.33777591,36.21606087,Lebanon,TN,NULL,NULL,NULL,-86.33777591,36.21606087
Ohio University-Eastern Campus,-80.97607659,40.07339986,Saint Clairsville,OH,NULL,NULL,NULL,-80.97607659,40.07339986
Bay State School of Technology,-71.1134556,42.17951464,Canton,MA,NULL,NULL,NULL,-71.1134556,42.17951464
College of Business and Technology-Miami Gardens,-80.28465371,25.92455472,Miami Gardens,FL,NULL,NULL,NULL,-80.28465371,25.92455472
Miami University-Hamilton,-84.56322562,39.37745556,Hamilton,OH,NULL,NULL,NULL,-84.56322562,39.37745556
Lincoln Technical Institute-Allentown,-75.56898094,40.59191618,Allentown,PA,NULL,NULL,NULL,-75.56898094,40.59191618
Sanford Medical Center,-96.74315252,43.53641554,Sioux Falls,SD,NULL,NULL,NULL,-96.74315252,43.53641554
SUNY College of Agriculture and Technology at Cobleskill,-74.49825973,42.67254261,Cobleskill,NY,NULL,NULL,NULL,-74.49825973,42.67254261
Northern State University,-98.48370927,45.45256267,Aberdeen,SD,NULL,NULL,NULL,-98.48370927,45.45256267
Atlanta's John Marshall Law School,-84.38777421,33.79339444,Atlanta,GA,NULL,NULL,NULL,-84.38777421,33.79339444
Kentucky Horseshoeing School,-84.34150544,37.87515728,Richmond,KY,NULL,NULL,NULL,-84.34150544,37.87515728
Toccoa Falls College,-83.35762095,34.59342065,Toccoa Falls,GA,NULL,NULL,NULL,-83.35762095,34.59342065
American College of Education,-86.16016613,39.76975756,Indianapolis,IN,NULL,NULL,NULL,-86.16016613,39.76975756
Paul Mitchell the School-Honolulu,-157.8004754,21.28206342,Honolulu,HI,NULL,NULL,NULL,-157.8004754,21.28206342
Center for Ultrasound Research & Education,-73.74648738,41.02885933,White Plains,NY,NULL,NULL,NULL,-73.74648738,41.02885933
Pacific College of Oriental Medicine-San Diego,-117.1610389,32.77802677,San Diego,CA,NULL,NULL,NULL,-117.1610389,32.77802677
Ohio University-Chillicothe Campus,-83.00499415,39.32808362,Chillicothe,OH,NULL,NULL,NULL,-83.00499415,39.32808362
Davenport University,-85.52966022,42.84972114,Grand Rapids,MI,NULL,NULL,NULL,-85.52966022,42.84972114
Tennessee College of Applied Technology-Knoxville,-83.96415521,35.95700691,Knoxville,TN,NULL,NULL,NULL,-83.96415521,35.95700691
Long Beach City College,-118.1358312,33.83174584,Long Beach,CA,NULL,NULL,NULL,-118.1358312,33.83174584
Ross Medical Education Center-Brighton,-83.79808966,42.54438617,Brighton,MI,NULL,NULL,NULL,-83.79808966,42.54438617
Everest College-Dallas,-96.77483252,32.84001775,Dallas,TX,NULL,NULL,NULL,-96.77483252,32.84001775
University of St Augustine for Health Sciences,-117.1659759,33.15185381,San Marcos,CA,NULL,NULL,NULL,-117.1659759,33.15185381
Maryville University of Saint Louis,-90.50510228,38.64548113,Saint Louis,MO,NULL,NULL,NULL,-90.50510228,38.64548113
Brescia University,-87.11153824,37.76899613,Owensboro,KY,NULL,NULL,NULL,-87.11153824,37.76899613
Los Angeles Mission College,-118.4190992,34.31494887,Sylmar,CA,NULL,NULL,NULL,-118.4190992,34.31494887
Dallas Nursing Institute,-96.73488552,32.91380576,Dallas,TX,NULL,NULL,NULL,-96.73488552,32.91380576
City Colleges of Chicago-Kennedy-King College,-87.64343074,41.78026084,Chicago,IL,NULL,NULL,NULL,-87.64343074,41.78026084
University of Northwestern Ohio,-84.15042761,40.76005784,Lima,OH,NULL,NULL,NULL,-84.15042761,40.76005784
University of Saint Mary of the Lake,-88.0002679,42.2807099,Mundelein,IL,NULL,NULL,NULL,-88.0002679,42.2807099
Cosumnes River College,-121.4229841,38.45384108,Sacramento,CA,NULL,NULL,NULL,-121.4229841,38.45384108
All-State Career School-Lester,-75.2806928,39.86824404,Lester,PA,NULL,NULL,NULL,-75.2806928,39.86824404
University of Phoenix-Iowa,-93.62453843,41.58666745,Des Moines,IA,NULL,NULL,NULL,-93.62453843,41.58666745
Lake Land College,-88.38084074,39.41697638,Mattoon,IL,NULL,NULL,NULL,-88.38084074,39.41697638
University of Phoenix-Pennsylvania,-75.16935577,39.95219806,Philadelphia,PA,NULL,NULL,NULL,-75.16935577,39.95219806
Yeshivas Novominsk,-73.98990244,40.62361924,Brooklyn,NY,NULL,NULL,NULL,-73.98990244,40.62361924
Careers Unlimited,-111.7314116,40.27485899,Orem,UT,NULL,NULL,NULL,-111.7314116,40.27485899
Columbia Institute,-77.08083232,39.05604282,Silver Spring,MD,NULL,NULL,NULL,-77.08083232,39.05604282
Cosmix School of Makeup Artistry,-80.14606468,26.17027579,Oakland Park,FL,NULL,NULL,NULL,-80.14606468,26.17027579
Earlham College,-84.91146876,39.82228563,Richmond,IN,NULL,NULL,NULL,-84.91146876,39.82228563
Specs Howard School of Media Arts,-83.23931348,42.45925319,Southfield,MI,NULL,NULL,NULL,-83.23931348,42.45925319
Interactive College of Technology-Gainesville,-83.85552808,34.27660357,Gainesville,GA,NULL,NULL,NULL,-83.85552808,34.27660357
Bridgerland Applied Technology College,-111.8506309,41.75619415,Logan,UT,NULL,NULL,NULL,-111.8506309,41.75619415
Paul Mitchell the School-Spokane,-117.198944,47.65837417,Spokane Valley,WA,NULL,NULL,NULL,-117.198944,47.65837417
Brightwood College-Dayton,-84.22528355,39.71412064,Dayton,OH,NULL,NULL,NULL,-84.22528355,39.71412064
American College of Healthcare,-117.49382,33.90049188,Riverside,CA,NULL,NULL,NULL,-117.49382,33.90049188
American College of Healthcare,-118.2249182,33.97881185,Huntington Park,CA,NULL,NULL,NULL,-118.2249182,33.97881185
Faris Technical Institute Inc,-93.99746366,29.98216629,Nederland,TX,NULL,NULL,NULL,-93.99746366,29.98216629
Columbia College - Kansas City,-94.44017839,39.04430698,Kansas City,MO,NULL,NULL,NULL,-94.44017839,39.04430698
Central Pennsylvania Institute of Science and Technology,-77.74042565,40.88223115,Pleasant Gap,PA,NULL,NULL,NULL,-77.74042565,40.88223115
California State University-Monterey Bay,-121.799229,36.65372889,Seaside,CA,NULL,NULL,NULL,-121.799229,36.65372889
SBI Campus-An Affiliate of Sanford-Brown,-73.41264426,40.77938529,Melville,NY,NULL,NULL,NULL,-73.41264426,40.77938529
Massachusetts School of Law,-71.20203066,42.68805073,Andover,MA,NULL,NULL,NULL,-71.20203066,42.68805073
Blackburn College,-89.87225415,39.28830528,Carlinville,IL,NULL,NULL,NULL,-89.87225415,39.28830528
Chamberlain College of Nursing-North Carolina,-80.93197426,35.13766686,Charlotte,NC,NULL,NULL,NULL,-80.93197426,35.13766686
Virginia College-Columbus,-84.96389531,32.52406615,Columbus,GA,NULL,NULL,NULL,-84.96389531,32.52406615
Global Health College,-77.13846832,38.81331476,Alexandria,VA,NULL,NULL,NULL,-77.13846832,38.81331476
Universal Technology College of Puerto Rico,-67.1556266,18.42812289,Aguadilla,PR,NULL,NULL,NULL,-67.1556266,18.42812289
Emmanuel College,-71.1036346,42.34061067,Boston,MA,NULL,NULL,NULL,-71.1036346,42.34061067
Emmanuel College,-83.14682887,34.28262359,Franklin Springs,GA,NULL,NULL,NULL,-83.14682887,34.28262359
Argosy University-Orange County,-117.8974801,33.77911784,Orange,CA,NULL,NULL,NULL,-117.8974801,33.77911784
DeVry University-Oklahoma,-97.59091791,35.5383072,Oklahoma City,OK,NULL,NULL,NULL,-97.59091791,35.5383072
Bryant & Stratton College-Virginia Beach,-76.1381459,36.82779739,Virginia Beach,VA,NULL,NULL,NULL,-76.1381459,36.82779739
Bloomsburg University of Pennsylvania,-76.44638524,41.00799722,Bloomsburg,PA,NULL,NULL,NULL,-76.44638524,41.00799722
Concorde Career College-Southaven,-89.98909686,34.97616646,Southaven,MS,NULL,NULL,NULL,-89.98909686,34.97616646
Automeca Technical College-Aguadilla,-67.1417986,18.44850489,Aguadilla,PR,NULL,NULL,NULL,-67.1417986,18.44850489
EHOVE Career Center,-82.6304432,41.33266302,Milan,OH,NULL,NULL,NULL,-82.6304432,41.33266302
Escuela De Troqueleria Y Herramentaje,-66.14393729,18.37473489,Bayamon,PR,NULL,NULL,NULL,-66.14393729,18.37473489
Inter American University of Puerto Rico-Metro,-66.07770927,18.36899089,San Juan,PR,NULL,NULL,NULL,-66.07770927,18.36899089
Notre Dame of Maryland University,-76.61970319,39.35131489,Baltimore,MD,NULL,NULL,NULL,-76.61970319,39.35131489
Dewey University-Mayaguez,-67.1695826,18.22556283,Mayaguez,PR,NULL,NULL,NULL,-67.1695826,18.22556283
New England College,-71.82292889,43.1770138,Henniker,NH,NULL,NULL,NULL,-71.82292889,43.1770138
Brown Mackie College-Merrillville,-87.32613962,41.4737098,Merrillville,IN,NULL,NULL,NULL,-87.32613962,41.4737098
Grace Mission University,-117.9582201,33.86766785,Fullerton,CA,NULL,NULL,NULL,-117.9582201,33.86766785
Ross Medical Education Center-Dayton,-84.12604153,39.81686266,Dayton,OH,NULL,NULL,NULL,-84.12604153,39.81686266
Skyline College-Roanoke,-79.9594451,37.31972635,Roanoke,VA,NULL,NULL,NULL,-79.9594451,37.31972635
Columbiana County Career and Technical Center,-80.74840557,40.764245,Lisbon,OH,NULL,NULL,NULL,-80.74840557,40.764245
Brown Mackie College-Michigan City,-86.88761851,41.67972586,Michigan City,IN,NULL,NULL,NULL,-86.88761851,41.67972586
CollegeAmerica-Fort Collins,-105.0802872,40.52313052,Fort Collins,CO,NULL,NULL,NULL,-105.0802872,40.52313052
Catholic Theological Union at Chicago,-87.58577773,41.79806684,Chicago,IL,NULL,NULL,NULL,-87.58577773,41.79806684
Phillips School of Nursing at Mount Sinai Beth Israel,-73.99093745,40.74498126,New York,NY,NULL,NULL,NULL,-73.99093745,40.74498126
Southeast Missouri State University,-89.5291249,37.31575693,Cape Girardeau,MO,NULL,NULL,NULL,-89.5291249,37.31575693
Miller-Motte Technical College-Charleston,-80.04458789,32.95328041,Charleston,SC,NULL,NULL,NULL,-80.04458789,32.95328041
North Central Institute,-87.42518225,36.6148469,Clarksville,TN,NULL,NULL,NULL,-87.42518225,36.6148469
Jewish Theological Seminary of America,-73.96028844,40.81196728,New York,NY,NULL,NULL,NULL,-73.96028844,40.81196728
Saline County Career Center,-93.21108707,39.11503806,Marshall,MO,NULL,NULL,NULL,-93.21108707,39.11503806
University of Arkansas-Fort Smith,-94.37373607,35.38419034,Fort Smith,AR,NULL,NULL,NULL,-94.37373607,35.38419034
Messiah College,-76.98849436,40.15867804,Mechanicsburg,PA,NULL,NULL,NULL,-76.98849436,40.15867804
Miller-Motte Technical College-Macon,-83.68692496,32.89776628,Macon,GA,NULL,NULL,NULL,-83.68692496,32.89776628
Paul Mitchell the School-Santa Barbara,-119.6954195,34.41836381,Santa Barbara,CA,NULL,NULL,NULL,-119.6954195,34.41836381
West Virginia Junior College-Charleston,-81.63436167,38.34793649,Charleston,WV,NULL,NULL,NULL,-81.63436167,38.34793649
Keystone College,-75.77745807,41.55897735,La Plume,PA,NULL,NULL,NULL,-75.77745807,41.55897735
Colorado School of Trades,-105.1039551,39.74101541,Lakewood,CO,NULL,NULL,NULL,-105.1039551,39.74101541
Union Graduate College,-73.92838156,42.81670066,Schenectady,NY,NULL,NULL,NULL,-73.92838156,42.81670066
National University College-Rio Grande,-65.8526532,18.38022289,Rio Grande,PR,NULL,NULL,NULL,-65.8526532,18.38022289
Pike-Lincoln Technical Center,-91.02035347,39.24607621,Eolia,MO,NULL,NULL,NULL,-91.02035347,39.24607621
Los Angeles City College,-118.2921812,34.08730586,Los Angeles,CA,NULL,NULL,NULL,-118.2921812,34.08730586
Texas A&M University-San Antonio,-98.52417778,29.304767,San Antonio,TX,NULL,NULL,NULL,-98.52417778,29.304767
Concordia University-Chicago,-87.8100148,41.89858185,River Forest,IL,NULL,NULL,NULL,-87.8100148,41.89858185
El Centro College,-96.80536853,32.77982274,Dallas,TX,NULL,NULL,NULL,-96.80536853,32.77982274
International Training Careers,-80.31479972,25.74800768,Miami,FL,NULL,NULL,NULL,-80.31479972,25.74800768
New England College of Optometry,-71.0865216,42.35166467,Boston,MA,NULL,NULL,NULL,-71.0865216,42.35166467
Remington College-Cleveland Campus,-81.57935088,41.42295908,Cleveland,OH,NULL,NULL,NULL,-81.57935088,41.42295908
Livingstone College,-80.48446216,35.67074999,Salisbury,NC,NULL,NULL,NULL,-80.48446216,35.67074999
Texas A & M International University,-99.43523293,27.57350863,Laredo,TX,NULL,NULL,NULL,-99.43523293,27.57350863
Unitech Training Academy-Lake Charles,-93.19337746,30.20430536,Lake Charles,LA,NULL,NULL,NULL,-93.19337746,30.20430536
University of Nevada-Las Vegas,-115.1411648,36.10699927,Las Vegas,NV,NULL,NULL,NULL,-115.1411648,36.10699927
Theatre of Arts,-118.3383132,34.09919486,Hollywood,CA,NULL,NULL,NULL,-118.3383132,34.09919486
Donnelly College,-94.65103746,39.11223398,Kansas City,KS,NULL,NULL,NULL,-94.65103746,39.11223398
Albany College of Pharmacy and Health Sciences,-73.7781335,42.65256764,Albany,NY,NULL,NULL,NULL,-73.7781335,42.65256764
Globelle Technical Institute,-66.39057437,18.4427439,Vega Baja,PR,NULL,NULL,NULL,-66.39057437,18.4427439
Cameron College,-90.08816362,29.96559142,New Orleans,LA,NULL,NULL,NULL,-90.08816362,29.96559142
University of the Sciences,-75.20824279,39.94656006,Philadelphia,PA,NULL,NULL,NULL,-75.20824279,39.94656006
William Jessup University,-121.2923252,38.81973312,Rocklin,CA,NULL,NULL,NULL,-121.2923252,38.81973312
Oakland City University,-87.35161636,38.33961323,Oakland City,IN,NULL,NULL,NULL,-87.35161636,38.33961323
Career School of NY,-74.07816947,40.64136024,Staten Island,NY,NULL,NULL,NULL,-74.07816947,40.64136024
Lincoln Law School of Sacramento,-121.4642842,38.57219508,Sacramento,CA,NULL,NULL,NULL,-121.4642842,38.57219508
Galen College of Nursing-Cincinnati,-84.36595056,39.28370055,Cincinnati,OH,NULL,NULL,NULL,-84.36595056,39.28370055
ITT Technical Institute-Houston West,-95.53992405,29.73411119,Houston,TX,NULL,NULL,NULL,-95.53992405,29.73411119
Herzing University-Kenner,-90.24069666,30.00147542,Kenner,LA,NULL,NULL,NULL,-90.24069666,30.00147542
Fortis College-Centerville,-84.14605052,39.64437163,Centerville,OH,NULL,NULL,NULL,-84.14605052,39.64437163
ITT Technical Institute-Clovis,-119.7013597,36.83656105,Clovis,CA,NULL,NULL,NULL,-119.7013597,36.83656105
Union University,-88.85852959,35.67690265,Jackson,TN,NULL,NULL,NULL,-88.85852959,35.67690265
University of Valley Forge,-75.5486419,40.11834908,Phoenixville,PA,NULL,NULL,NULL,-75.5486419,40.11834908
Pennsylvania State University-Penn State Great Valley,-75.52131289,40.05285307,Malvern,PA,NULL,NULL,NULL,-75.52131289,40.05285307
Career Center of Southern Illinois,-89.94879309,38.28973409,Red Bud,IL,NULL,NULL,NULL,-89.94879309,38.28973409
Saint Meinrad School of Theology,-86.81042219,38.16605322,St. Meinrad,IN,NULL,NULL,NULL,-86.81042219,38.16605322
North-West College-Pomona,-117.7512391,34.06204788,Pomona,CA,NULL,NULL,NULL,-117.7512391,34.06204788
NASCAR Technical Institute,-80.85513127,35.60531196,Mooresville,NC,NULL,NULL,NULL,-80.85513127,35.60531196
Sullivan University,-85.67049386,38.21283129,Louisville,KY,NULL,NULL,NULL,-85.67049386,38.21283129
South Plains College,-102.3650839,33.57590963,Levelland,TX,NULL,NULL,NULL,-102.3650839,33.57590963
Southern Texas Careers Academy,-98.20729059,26.23861338,McAllen,TX,NULL,NULL,NULL,-98.20729059,26.23861338
Lex La-Ray Technical Center,-93.86742725,39.17421104,Lexington,MO,NULL,NULL,NULL,-93.86742725,39.17421104
Kiamichi Technology Center-Hugo,-95.49448127,34.00832603,Hugo,OK,NULL,NULL,NULL,-95.49448127,34.00832603
University of Montevallo,-86.86510388,33.1062562,Montevallo,AL,NULL,NULL,NULL,-86.86510388,33.1062562
Toledo Restaurant Training Center,-83.62707553,41.67803803,Sylvania,OH,NULL,NULL,NULL,-83.62707553,41.67803803
Kaplan University-Davenport Campus,-90.55068856,41.55503163,Davenport,IA,NULL,NULL,NULL,-90.55068856,41.55503163
